Num_Acc,GRAVE
201200000005,0.8364370186166354
201200000014,0.8862785334155361
201200000015,0.9475860299691632
201200000044,0.9433385181119273
201200000059,0.9345744099301623
201200000061,0.8930107798818461
201200000065,0.9514539426241664
201200000072,0.9645041341564587
201200000099,0.9765552018239496
201200000101,0.9470870122228264
201200000109,0.8757242689405117
201200000116,0.9257905638453198
201200000123,0.8695972426201851
201200000150,0.9817813565519901
201200000152,0.9681767832253431
201200000161,0.9034614086409445
201200000169,0.8380486938453479
201200000174,0.8277971442884766
201200000199,0.9481238504176268
201200000200,0.9620996870882329
201200000214,0.8674952109536157
201200000215,0.9285840206006848
201200000247,0.9044139648038658
201200000249,0.8481875261917101
201200000277,0.8988871172809348
201200000281,0.8924472212346254
201200000311,0.9305823751468412
201200000317,0.8440212314434085
201200000324,0.9880414311228927
201200000334,0.7915053115196733
201200000338,0.6472315479136213
201200000350,0.9704480423482156
201200000356,0.9067923822763103
201200000382,0.8066980488847657
201200000387,0.9158298826603167
201200000394,0.8989780041236326
201200000396,0.9009126763506295
201200000397,0.8950133646097859
201200000404,0.8509600877058291
201200000410,0.9281212254489127
201200000420,0.9513199656593052
201200000451,0.9163550352081076
201200000460,0.9177307001548439
201200000461,0.9089516367556811
201200000487,0.7122549703331998
201200000497,0.34672915359464923
201200000514,0.9347829532077973
201200000528,0.9311502255385753
201200000532,0.8701478507519999
201200000555,0.7077219566587164
201200000563,0.918712801269139
201200000573,0.7913203021239466
201200000592,0.9112843060352973
201200000594,0.8740903187138245
201200000595,0.8725499280777662
201200000604,0.8887568328056302
201200000609,0.8166704086809796
201200000612,0.7850640593646304
201200000645,0.8190344151722008
201200000658,0.5728065945001856
201200000674,0.9084275290177952
201200000693,0.9252749101282985
201200000694,0.941297535693209
201200000696,0.7686657580703756
201200000704,0.9509030541547847
201200000717,0.9489488311069253
201200000726,0.9397262722675341
201200000776,0.8567580242464873
201200000778,0.8561005547213048
201200000781,0.8196996467830879
201200000807,0.9184668114057801
201200000809,0.9412984612877443
201200000829,0.9307401267522362
201200000832,0.959207938884974
201200000833,0.9671640405101884
201200000840,0.8857109738584674
201200000899,0.9589940015259514
201200000900,0.8574410579865858
201200000904,0.935927094863254
201200000910,0.9166729666325975
201200000911,0.8785655317620579
201200000922,0.7718906087836093
201200000925,0.9464412248902314
201200000946,0.8140034291849152
