Num_Acc,GRAVE
201200049538,0.3004099892446626
201200004221,0.8823871405703002
201200002457,0.9683403548628705
201200009834,0.968949048960149
201200025602,0.14813681512758706
201200044523,0.22979138567140187
201200012956,0.761360705257531
201200012313,0.5823146065332332
201200046679,0.21032169557244443
201200026372,0.34508420400565004
201200003176,0.8704509450166097
201200022973,0.9091946779295796
201200039517,0.5331919775287979
201200030018,0.05329713079608987
201200015486,0.2561003715948747
201200013392,0.14494768868646316
201200050285,0.24782249075172205
201200047498,0.12011629942203057
201200014546,0.29716012798835006
201200019868,0.9315347377222084
201200061186,0.8451968497830757
201200014841,0.17918439418796198
201200009137,0.9174100998969447
201200009759,0.48037910590805133
201200018233,0.8816123694297382
201200028123,0.16589096858616753
201200036172,0.26810905293592463
201200028772,0.5274445140032693
201200006620,0.8832629412348784
201200017556,0.12694649694711513
201200030468,0.6777264996424978
201200032484,0.17801183299236922
201200038858,0.23900128542307023
201200010156,0.9617464225559736
201200000976,0.7426366293536747
201200057256,0.13556672332579833
201200028429,0.4688699243815314
201200045122,0.3177405239844495
201200029224,0.5102620118047692
201200021910,0.5899263908611841
201200017373,0.23371204037980553
201200023421,0.21221286145123952
201200046396,0.3169955987710254
201200025443,0.39690262320882697
201200052831,0.32116486153424045
201200024278,0.02579443566241476
201200032740,0.6263238295209089
201200051949,0.20463677769542318
201200034838,0.014160601683582574
201200055802,0.07118979906300686
201200051258,0.5720548368781443
201200031893,0.6704033374685301
201200040934,0.39734197594924464
201200041945,0.27085607792146155
201200016129,0.28638504826949884
201200052240,0.386013491420364
201200003621,0.9475040120054246
201200049890,0.16478389367690788
201200057288,0.02682951880903682
201200037892,0.7376618281416983
201200006533,0.7940541370847397
201200052099,0.11695635455979832
201200044622,0.5542607766859847
201200038194,0.575993246076921
201200016613,0.1707785793734158
201200029471,0.03448825249383836
201200024822,0.19092878891133142
201200058557,0.163882279783386
201200002243,0.8551866852647347
201200008170,0.8861405306544591
201200028798,0.5313051501975132
201200009121,0.7865002985689612
201200023740,0.2530199715587472
201200012737,0.921282180796108
201200019151,0.8515860058763756
