;Num_Acc;senc;catv;occutc;obs;obsm;choc;manv;num_veh
0;201400000001;0;33;0;0.0;2.0;1.0;1.0;A01
1;201400000001;0;7;0;0.0;0.0;6.0;15.0;B02
2;201400000002;0;7;0;1.0;0.0;7.0;13.0;A01
3;201400000003;0;2;0;0.0;2.0;1.0;1.0;A01
4;201400000003;0;7;0;0.0;2.0;7.0;15.0;B02
5;201400000004;0;7;0;0.0;2.0;1.0;13.0;A01
6;201400000004;0;38;0;0.0;2.0;1.0;0.0;B02
7;201400000005;0;7;0;0.0;2.0;2.0;13.0;B02
8;201400000005;0;7;0;0.0;2.0;2.0;1.0;A01
9;201400000006;0;17;0;0.0;0.0;5.0;1.0;B02
10;201400000006;0;7;0;0.0;2.0;1.0;6.0;A01
11;201400000007;0;30;0;0.0;0.0;0.0;1.0;A01
12;201400000008;0;7;0;7.0;0.0;3.0;1.0;A01
13;201400000009;0;1;0;0.0;2.0;1.0;1.0;A01
14;201400000009;0;14;0;0.0;9.0;2.0;1.0;B02
15;201400000010;0;7;0;8.0;0.0;6.0;1.0;A01
16;201400000011;0;7;0;0.0;2.0;1.0;13.0;A01
17;201400000011;0;7;0;0.0;2.0;1.0;1.0;B02
18;201400000012;0;7;0;0.0;2.0;7.0;15.0;A01
19;201400000012;0;31;0;0.0;2.0;1.0;1.0;B02
20;201400000013;0;7;0;0.0;2.0;0.0;1.0;A01
21;201400000014;0;14;0;0.0;0.0;3.0;10.0;B02
22;201400000014;0;31;0;0.0;0.0;1.0;2.0;A01
23;201400000015;0;7;0;0.0;2.0;3.0;1.0;B02
24;201400000015;0;10;0;0.0;2.0;3.0;1.0;C03
25;201400000015;0;15;0;0.0;2.0;6.0;1.0;A01
26;201400000016;0;7;0;2.0;0.0;1.0;1.0;A01
27;201400000018;0;7;0;0.0;2.0;2.0;2.0;A01
28;201400000018;0;1;0;0.0;0.0;4.0;1.0;B02
29;201400000019;0;2;0;0.0;2.0;1.0;1.0;B02
30;201400000019;0;7;0;0.0;2.0;2.0;15.0;A01
31;201400000020;0;1;0;0.0;0.0;0.0;1.0;A01
32;201400000025;0;7;0;0.0;2.0;1.0;1.0;B02
33;201400000025;0;7;0;0.0;2.0;1.0;13.0;A01
34;201400000026;0;33;0;0.0;2.0;1.0;17.0;A01
35;201400000026;0;17;0;0.0;2.0;8.0;1.0;B02
36;201400000027;0;33;0;0.0;0.0;1.0;17.0;A01
37;201400000028;0;10;0;0.0;2.0;1.0;1.0;A01
38;201400000028;0;7;0;0.0;2.0;7.0;1.0;B02
39;201400000029;0;37;11;0.0;2.0;2.0;2.0;A01
40;201400000029;0;7;0;0.0;0.0;6.0;10.0;B02
41;201400000030;0;14;0;0.0;2.0;8.0;1.0;A01
42;201400000030;0;1;0;0.0;2.0;8.0;1.0;B02
43;201400000031;0;7;0;2.0;0.0;1.0;1.0;A01
44;201400000032;0;10;0;0.0;1.0;2.0;16.0;A01
45;201400000033;0;7;0;0.0;2.0;2.0;17.0;A01
46;201400000033;0;1;0;0.0;2.0;3.0;15.0;B02
47;201400000034;0;31;0;0.0;0.0;7.0;1.0;A01
48;201400000036;0;7;0;0.0;1.0;1.0;1.0;A01
49;201400000037;0;7;0;13.0;0.0;3.0;13.0;A01
50;201400000038;0;7;0;0.0;0.0;5.0;23.0;A01
51;201400000038;0;7;0;1.0;0.0;3.0;1.0;B02
52;201400000039;0;33;0;1.0;0.0;1.0;1.0;A01
53;201400000040;0;7;0;13.0;0.0;9.0;1.0;A01
54;201400000041;0;7;0;0.0;0.0;5.0;2.0;B02
55;201400000041;0;31;0;0.0;2.0;1.0;2.0;A01
56;201400000042;0;7;0;0.0;1.0;3.0;1.0;A01
57;201400000043;0;7;0;0.0;1.0;2.0;1.0;A01
58;201400000044;0;33;0;13.0;0.0;7.0;16.0;A01
59;201400000045;1;7;0;13.0;0.0;1.0;14.0;A01
60;201400000046;0;7;0;0.0;9.0;1.0;1.0;B02
61;201400000046;0;1;0;0.0;2.0;7.0;19.0;A01
62;201400000047;0;36;0;0.0;2.0;1.0;1.0;B02
63;201400000047;0;7;0;0.0;2.0;3.0;19.0;A01
64;201400000048;0;7;0;0.0;2.0;1.0;1.0;C03
65;201400000048;0;10;0;0.0;2.0;3.0;13.0;A01
66;201400000048;0;10;0;0.0;2.0;8.0;1.0;B02
67;201400000049;0;7;0;13.0;0.0;1.0;1.0;A01
68;201400000052;0;7;0;13.0;0.0;1.0;17.0;A01
69;201400000053;0;7;0;6.0;2.0;9.0;13.0;A01
70;201400000053;0;10;0;0.0;2.0;7.0;21.0;B02
71;201400000054;0;10;0;0.0;2.0;8.0;15.0;A01
72;201400000054;0;33;0;0.0;2.0;1.0;1.0;B02
73;201400000056;0;7;0;13.0;0.0;1.0;1.0;A01
74;201400000057;0;34;0;0.0;2.0;7.0;13.0;A01
75;201400000057;0;7;0;0.0;2.0;3.0;15.0;B02
76;201400000058;0;15;0;0.0;1.0;5.0;16.0;A01
77;201400000059;0;7;0;6.0;0.0;1.0;14.0;A01
78;201400000060;0;7;0;0.0;2.0;3.0;3.0;A01
79;201400000060;0;7;0;0.0;2.0;3.0;1.0;B02
80;201400000061;0;38;0;0.0;2.0;3.0;15.0;A01
81;201400000061;0;33;0;0.0;2.0;1.0;17.0;B02
82;201400000064;0;7;0;0.0;1.0;3.0;1.0;A01
83;201400000065;0;35;0;6.0;0.0;1.0;1.0;A01
84;201400000066;0;7;0;0.0;0.0;1.0;1.0;A01
85;201400000066;0;7;0;0.0;0.0;1.0;0.0;B02
86;201400000067;0;7;0;13.0;0.0;2.0;14.0;A01
87;201400000068;0;7;0;0.0;2.0;8.0;15.0;A01
88;201400000068;0;33;0;0.0;2.0;1.0;17.0;B02
89;201400000070;0;10;0;0.0;0.0;2.0;15.0;A01
90;201400000070;0;15;0;0.0;2.0;1.0;1.0;B02
91;201400000071;0;7;0;0.0;2.0;1.0;19.0;A01
92;201400000071;0;15;0;0.0;2.0;8.0;1.0;C03
93;201400000071;0;7;0;0.0;2.0;2.0;1.0;B02
94;201400000072;0;7;0;0.0;2.0;2.0;1.0;A01
95;201400000072;0;1;0;0.0;2.0;8.0;15.0;B02
96;201400000073;0;7;0;13.0;0.0;1.0;1.0;A01
97;201400000074;0;33;0;8.0;0.0;1.0;1.0;A01
98;201400000075;0;7;0;0.0;1.0;2.0;1.0;A01
99;201400000077;0;7;0;0.0;2.0;1.0;13.0;A01
100;201400000077;0;7;0;0.0;2.0;1.0;1.0;B02
101;201400000078;0;7;0;1.0;0.0;1.0;1.0;B02
102;201400000078;0;21;0;0.0;0.0;6.0;23.0;A01
103;201400000079;0;33;0;0.0;2.0;1.0;1.0;B02
104;201400000079;0;7;0;0.0;2.0;8.0;10.0;A01
105;201400000080;0;7;0;3.0;0.0;1.0;0.0;A01
106;201400000081;0;32;0;0.0;0.0;8.0;1.0;B02
107;201400000081;1;7;0;0.0;0.0;0.0;1.0;A01
108;201400000082;0;33;0;0.0;2.0;1.0;1.0;B02
109;201400000082;0;10;0;0.0;2.0;8.0;15.0;A01
110;201400000083;0;7;0;0.0;1.0;2.0;1.0;A01
111;201400000084;0;14;0;1.0;0.0;1.0;14.0;A01
112;201400000085;0;7;0;0.0;2.0;8.0;15.0;A01
113;201400000085;0;7;0;0.0;2.0;1.0;21.0;B02
114;201400000086;0;10;0;8.0;0.0;1.0;1.0;A01
115;201400000088;0;7;0;0.0;1.0;2.0;1.0;A01
116;201400000090;0;33;0;0.0;0.0;0.0;14.0;A01
117;201400000092;0;30;0;13.0;0.0;1.0;1.0;A01
118;201400000095;0;33;0;0.0;2.0;1.0;1.0;A01
119;201400000095;0;7;0;0.0;2.0;3.0;15.0;B02
120;201400000096;0;7;0;0.0;2.0;3.0;1.0;B02
121;201400000096;0;33;0;0.0;2.0;1.0;11.0;A01
122;201400000097;0;17;0;0.0;0.0;0.0;0.0;B02
123;201400000097;0;7;0;0.0;0.0;0.0;0.0;A01
124;201400000098;0;33;0;0.0;2.0;1.0;1.0;A01
125;201400000098;0;7;0;0.0;0.0;4.0;23.0;B02
126;201400000099;0;30;0;0.0;1.0;1.0;1.0;A01
127;201400000100;0;7;0;0.0;1.0;2.0;1.0;A01
128;201400000101;0;31;0;0.0;0.0;6.0;23.0;A01
129;201400000103;0;7;0;0.0;1.0;1.0;1.0;A01
130;201400000104;0;33;0;12.0;0.0;1.0;1.0;A01
131;201400000105;0;7;0;0.0;0.0;4.0;20.0;A01
132;201400000106;0;7;0;8.0;0.0;4.0;1.0;A01
133;201400000107;0;7;0;6.0;9.0;1.0;1.0;A01
134;201400000108;0;14;0;0.0;0.0;0.0;1.0;A01
135;201400000108;0;1;0;0.0;0.0;0.0;0.0;B02
136;201400000109;0;7;0;0.0;2.0;7.0;1.0;B02
137;201400000109;0;30;0;0.0;2.0;3.0;19.0;A01
138;201400000110;0;10;0;0.0;1.0;3.0;1.0;A01
139;201400000112;0;7;0;0.0;2.0;2.0;13.0;A01
140;201400000112;0;7;0;0.0;0.0;6.0;0.0;B02
141;201400000114;0;7;0;13.0;0.0;1.0;1.0;A01
142;201400000115;0;7;0;0.0;1.0;1.0;3.0;A01
143;201400000116;0;10;0;7.0;0.0;1.0;1.0;A01
144;201400000117;0;33;0;13.0;0.0;1.0;0.0;A01
145;201400000118;0;7;0;2.0;0.0;0.0;1.0;A01
146;201400000119;0;31;0;6.0;0.0;1.0;1.0;A01
147;201400000121;0;33;0;0.0;2.0;1.0;1.0;A01
148;201400000121;0;7;0;0.0;2.0;7.0;15.0;B02
149;201400000122;0;17;0;0.0;0.0;0.0;17.0;A01
150;201400000122;0;1;0;0.0;0.0;0.0;1.0;B02
151;201400000123;0;33;0;0.0;2.0;1.0;17.0;A01
152;201400000123;0;21;0;0.0;0.0;3.0;15.0;B02
153;201400000124;0;2;0;1.0;0.0;1.0;1.0;A01
154;201400000125;0;7;0;0.0;2.0;1.0;1.0;A01
155;201400000125;0;7;0;0.0;0.0;8.0;19.0;B02
156;201400000126;0;30;0;0.0;0.0;0.0;15.0;A01
157;201400000127;0;2;0;0.0;0.0;0.0;2.0;A01
158;201400000128;0;7;0;13.0;0.0;3.0;1.0;A01
159;201400000130;0;7;0;0.0;2.0;5.0;1.0;A01
160;201400000130;0;2;0;0.0;2.0;1.0;1.0;B02
