;Num_Acc;an;mois;jour;hrmn;lum;agg;int;atm;col;com;adr;gps;lat;long;dep
0;201500000001;15;1;20;1515;1;2;1;1;3;52;54 RUE GHESQUIERE;M;0.0;0.0;590
1;201500000002;15;6;6;2045;1;2;1;1;1;670;25, rue anatole france;M;5054878.0;291778.0;590
2;201500000003;15;7;8;745;1;2;1;1;2;11;RUE NATIOANLE;M;0.0;0.0;590
3;201500000004;15;7;22;1945;1;2;1;1;1;477;rue Camille Desmoulins;M;0.0;0.0;590
4;201500000005;15;11;13;1415;1;2;1;1;6;52;113, rue Ghesquière;M;0.0;0.0;590
5;201500000006;15;1;28;2015;3;2;1;1;3;257;7 r du Pont de Pierres;M;5060813.0;286792.0;590
6;201500000007;15;6;4;2245;5;1;1;1;1;25;;M;0.0;0.0;590
7;201500000008;15;8;1;1945;1;1;1;1;1;257;;M;0.0;0.0;590
8;201500000009;15;10;1;530;3;1;1;1;3;25;;M;0.0;0.0;590
9;201500000010;15;3;1;2015;5;2;1;1;1;256;4B rue gambetta FRETIN;M;0.0;0.0;590
10;201500000011;15;4;18;1430;1;1;1;1;3;586;;M;0.0;0.0;590
11;201500000012;15;5;27;1345;1;2;1;1;1;256;21 rue du montdesainghin;M;0.0;0.0;590
12;201500000013;15;6;11;830;1;2;9;7;1;586;rue de l' hardiniére;M;0.0;0.0;590
13;201500000015;15;7;7;1745;1;2;1;1;3;466;rue nationale;M;0.0;0.0;590
14;201500000016;15;8;16;1;3;1;1;1;6;586;;M;0.0;0.0;590
15;201500000017;15;3;28;845;1;2;1;2;2;408;rue de la mairie;M;0.0;0.0;590
16;201500000018;15;4;14;1715;1;2;1;1;2;452;CD354;M;0.0;0.0;590
17;201500000019;15;12;17;1830;4;2;1;1;3;408;614 rue du bouvincourt;M;0.0;0.0;590
18;201500000020;15;1;16;2315;3;1;1;2;5;130;;M;5089600.0;223800.0;590
19;201500000021;15;6;5;1445;1;1;2;1;3;576;;M;5097700.0;231400.0;590
20;201500000022;15;6;18;2330;3;1;9;1;7;402;;M;0.0;0.0;590
21;201500000023;15;7;29;1245;1;1;2;1;3;532;;M;0.0;0.0;590
22;201500000024;15;8;2;1645;1;2;1;1;1;647;rue de saint omer;M;5083400.0;221000.0;590
23;201500000025;15;10;25;1815;5;2;1;1;7;94;RUE JEAN VARLET;M;5094900.0;219900.0;590
24;201500000026;15;11;6;1815;3;1;1;2;6;110;;M;0.0;0.0;590
25;201500000027;15;11;10;1230;1;1;1;1;1;307;;M;5086200.0;221000.0;590
26;201500000028;15;1;8;1145;1;1;1;3;7;89;;M;0.0;0.0;590
27;201500000030;15;1;31;1000;1;1;2;7;3;663;;M;0.0;0.0;590
28;201500000033;15;5;23;2300;3;1;1;1;7;663;;M;0.0;0.0;590
29;201500000034;15;7;3;1445;1;1;1;1;3;338;;M;0.0;0.0;590
30;201500000035;15;9;27;945;1;1;1;1;1;210;;M;0.0;0.0;590
31;201500000037;15;10;30;1945;5;2;2;1;3;210;rue de la gare;M;0.0;0.0;590
32;201500000038;15;12;10;830;2;2;1;1;6;666;Grand Place;M;0.0;0.0;590
33;201500000039;15;2;18;1700;1;1;1;1;3;578;;M;0.0;0.0;590
34;201500000040;15;2;18;1815;1;1;1;1;3;308;;M;0.0;0.0;590
35;201500000041;15;2;27;1430;1;1;1;1;6;590;;M;0.0;0.0;590
36;201500000042;15;4;10;1100;1;1;1;1;7;497;;M;0.0;0.0;590
37;201500000043;15;4;25;2330;3;1;1;2;6;590;;M;0.0;0.0;590
38;201500000044;15;5;14;600;2;1;1;1;6;84;975 Rte Nationale;M;5068342.0;237481.0;590
39;201500000045;15;5;24;45;3;1;2;1;3;295;;M;0.0;0.0;590
40;201500000046;15;5;24;2145;3;1;1;1;6;295;;M;0.0;0.0;590
41;201500000047;15;7;8;1630;1;1;1;1;5;497;;M;0.0;0.0;590
42;201500000048;15;7;22;1900;1;1;1;1;3;497;;M;0.0;0.0;590
43;201500000049;15;7;23;945;1;1;1;1;5;308;;M;0.0;0.0;590
44;201500000050;15;7;30;1315;1;1;1;2;5;578;;M;0.0;0.0;590
45;201500000051;15;9;3;1715;1;2;1;1;6;295;morbecque;M;0.0;0.0;590
46;201500000053;15;10;5;1445;1;1;1;2;6;590;;M;0.0;0.0;590
47;201500000054;15;10;12;1400;1;1;1;1;6;84;;M;0.0;0.0;590
48;201500000055;15;11;3;1845;3;1;1;1;3;416;;M;0.0;0.0;590
49;201500000057;15;5;6;830;1;2;1;1;6;86;515 rue godewaersvelde;M;0.0;0.0;590
50;201500000058;15;11;28;1500;1;1;1;1;6;237;;M;0.0;0.0;590
51;201500000059;15;4;28;1445;1;2;1;7;3;268;Rue de  la Lys;M;5065600.0;276400.0;590
52;201500000060;15;7;12;600;1;2;1;1;6;268;;M;0.0;0.0;590
53;201500000061;15;8;23;1700;1;1;1;1;6;212;;M;0.0;0.0;590
54;201500000062;15;11;2;945;1;2;1;5;3;268;138 rue gendarmerie;M;5064100.0;272200.0;590
55;201500000063;15;11;17;745;1;1;1;1;1;180;;M;5067700.0;268400.0;590
56;201500000064;15;1;13;815;2;2;1;2;6;400;43 RUE VICTORINE DEROIDE;M;0.0;0.0;590
57;201500000065;15;9;18;1615;1;1;1;2;7;400;;M;0.0;0.0;590
58;201500000066;15;10;16;2230;3;1;1;2;6;615;;M;0.0;0.0;590
59;201500000067;15;11;8;1800;2;2;3;1;3;423;72 rue de cassel;M;0.0;0.0;590
60;201500000068;15;12;16;1400;1;1;1;1;6;615;;M;0.0;0.0;590
61;201500000069;15;12;29;830;1;1;1;1;1;400;;M;0.0;0.0;590
62;201500000070;15;1;9;1445;1;1;1;6;7;119;;M;0.0;0.0;590
63;201500000071;15;2;27;1315;1;1;1;1;1;318;;M;0.0;0.0;590
64;201500000072;15;4;17;1745;1;2;1;1;6;135;La Place;M;0.0;0.0;590
65;201500000074;15;6;19;1000;1;1;1;1;3;669;Rte de Bavinchove;M;5079349.0;244123.0;590
66;201500000075;15;7;5;1130;1;1;3;1;3;546;;M;0.0;0.0;590
67;201500000076;15;8;2;1545;1;1;1;1;7;443;;M;0.0;0.0;590
68;201500000077;15;10;3;1315;1;1;1;1;3;135;;M;0.0;0.0;590
69;201500000078;15;10;30;1615;1;1;1;1;1;318;;M;0.0;0.0;590
70;201500000079;15;12;4;2015;3;1;1;1;6;580;;M;0.0;0.0;590
71;201500000080;15;12;13;700;3;1;1;2;6;546;;M;0.0;0.0;590
72;201500000081;15;3;4;700;1;1;9;1;1;124;;M;0.0;0.0;590
73;201500000082;15;6;13;1756;1;1;8;1;3;44;;M;5061924.0;321996.0;590
74;201500000083;15;11;12;315;3;1;1;1;6;44;;M;0.0;0.0;590
75;201500000084;15;8;9;1200;1;2;1;1;6;168;route de genech;M;0.0;0.0;590
76;201500000085;15;10;8;1445;1;2;1;1;7;523;Rue d'Anstaing;M;0.0;0.0;590
77;201500000086;15;10;25;400;5;2;1;1;7;96;rue du 24 août;M;0.0;0.0;590
78;201500000087;15;11;3;2000;3;1;1;1;7;258;;M;0.0;0.0;590
79;201500000088;15;11;9;745;2;1;1;1;1;523;;M;0.0;0.0;590
80;201500000090;15;12;18;1615;1;1;1;8;3;523;;M;0.0;0.0;590
81;201500000091;15;3;29;1130;1;2;1;3;6;482;rue poincar?;M;0.0;0.0;590
82;201500000092;15;5;5;1200;1;1;1;6;2;611;LAMBERSART RUE DE;M;5066572.0;300818.0;590
83;201500000093;15;5;22;1100;1;2;1;1;1;611;CHEMIN DE QUESNOY;M;5069039.0;299471.0;590
84;201500000094;15;8;11;2300;3;1;6;1;6;482;;M;0.0;0.0;590
85;201500000095;15;11;1;1030;1;1;1;1;6;252;;M;0.0;0.0;590
86;201500000096;15;11;28;1145;1;2;6;7;6;252;rue d'armentieres;M;0.0;0.0;590
87;201500000097;15;12;17;1200;1;1;1;1;3;252;;M;0.0;0.0;590
88;201500000098;15;2;7;1415;1;1;1;1;3;221;;M;5032400.0;351500.0;590
89;201500000099;15;5;12;2300;3;1;1;1;5;166;Route départemenetale;M;5032819.0;359317.0;590
90;201500000100;15;7;3;2230;3;1;1;1;7;166;Route de Sebourg;M;5033156.0;362081.0;590
91;201500000101;15;2;23;2030;3;1;1;1;2;391;;M;0.0;0.0;590
92;201500000102;15;11;8;900;1;1;1;7;2;38;;M;0.0;0.0;590
93;201500000104;15;11;27;1945;5;2;1;1;6;38;86 rue Gabriel Péri;M;0.0;0.0;590
94;201500000105;15;4;2;1900;2;2;1;1;3;335;2081 route de Roubaix;M;0.0;0.0;590
95;201500000106;15;4;19;600;2;1;1;1;3;181;;M;0.0;0.0;590
96;201500000107;15;5;16;1930;1;1;1;1;1;181;Rte Nationale;M;5018664.0;395175.0;590
97;201500000108;15;7;5;1945;1;1;1;1;6;290;;M;0.0;0.0;590
98;201500000109;15;7;27;445;3;1;1;2;1;50;Route Nationale;M;5014390.0;394777.0;590
99;201500000110;15;8;10;1445;1;1;1;1;1;529;;M;0.0;0.0;590
100;201500000111;15;10;6;1445;1;1;1;1;1;218;;M;0.0;0.0;590
101;201500000112;15;10;18;400;3;1;1;8;7;333;;M;0.0;0.0;590
102;201500000113;15;11;6;1830;5;2;1;2;6;35;rue des laguettes;M;0.0;0.0;590
103;201500000114;15;1;4;1930;5;2;5;1;6;249;rue du g?n?ral de Gaulle;M;0.0;0.0;590
104;201500000115;15;1;10;2315;5;2;1;1;6;249;rue censier;M;0.0;0.0;590
105;201500000117;15;3;27;1330;1;1;1;1;6;12;Rue d'Hirson;M;4997217.0;408481.0;590
106;201500000119;15;8;2;2230;3;2;1;1;3;249;Rue du fief;M;0.0;0.0;590
107;201500000120;15;9;3;1800;1;2;7;3;6;249;place georges coppeaux;M;0.0;0.0;590
108;201500000121;15;10;26;1815;2;1;9;1;1;249;;M;0.0;0.0;590
109;201500000122;15;3;11;1730;1;1;1;1;6;353;;M;0.0;0.0;590
110;201500000123;15;4;17;2030;2;1;1;1;1;464;;M;0.0;0.0;590
111;201500000124;15;9;11;845;1;1;1;1;3;464;;M;0.0;0.0;590
112;201500000125;15;12;13;1800;3;1;1;8;1;331;;M;0.0;0.0;590
113;201500000126;15;5;2;1830;1;2;1;1;2;525;40 route d'avesnes;M;0.0;0.0;590
114;201500000128;15;6;15;745;1;1;1;1;6;525;;M;0.0;0.0;590
115;201500000129;15;7;5;1915;1;1;1;1;6;601;;M;0.0;0.0;590
116;201500000130;15;9;6;1430;1;1;1;1;1;493;;M;0.0;0.0;590
117;201500000131;15;9;12;1630;1;1;1;1;5;445;;M;0.0;0.0;590
118;201500000132;15;10;21;1530;1;1;1;1;1;601;;M;0.0;0.0;590
119;201500000133;15;1;28;845;1;1;2;1;1;455;;M;0.0;0.0;590
120;201500000134;15;4;7;945;1;2;1;1;6;322;rue Clémenceau;M;0.0;0.0;590
121;201500000135;15;1;1;400;3;1;1;5;7;502;;M;0.0;0.0;590
122;201500000136;15;1;27;715;1;1;1;2;3;412;;M;0.0;0.0;590
123;201500000137;15;5;11;2100;1;2;1;1;7;430;Place du commerce;M;0.0;0.0;590
124;201500000138;15;6;23;1;5;2;1;1;3;136;carrefour de l'hosteller;M;0.0;0.0;590
125;201500000139;15;8;4;115;5;2;1;1;6;136;Av De lattre de Tassigny;M;5009775.0;354198.0;590
126;201500000140;15;8;23;1115;1;2;1;1;6;450;rue du capitaine d'arch;M;0.0;0.0;590
127;201500000141;15;10;12;1830;1;1;1;1;7;137;;M;0.0;0.0;590
128;201500000142;15;11;5;1830;5;2;1;2;6;136;;M;0.0;0.0;590
129;201500000143;15;11;13;245;3;1;1;1;7;465;;M;0.0;0.0;590
130;201500000144;15;1;5;745;2;2;1;9;6;139;;M;0.0;0.0;590
131;201500000145;15;3;7;945;1;2;8;1;6;139;;M;0.0;0.0;590
132;201500000146;15;4;22;1700;1;2;9;1;3;139;route départementale;M;0.0;0.0;590
133;201500000147;15;5;2;515;3;1;1;1;3;139;;M;0.0;0.0;590
134;201500000148;15;5;6;1000;1;2;9;1;6;139;boulevard du 08 mai 1945;M;0.0;0.0;590
135;201500000149;15;6;8;1400;1;2;1;1;6;63;73 rue victor watremez;M;0.0;0.0;590
136;201500000150;15;8;2;1500;1;2;1;1;6;321;35 rue de l'enfer;M;0.0;0.0;590
137;201500000151;15;7;25;1115;1;2;1;1;6;139;rue gambetta;M;0.0;0.0;590
138;201500000152;15;9;25;1130;1;2;2;1;6;139;Rue Roger Salengro;M;0.0;0.0;590
139;201500000153;15;2;14;1730;1;1;1;2;6;631;Rue de Cambrai;M;5008212.0;332218.0;590
140;201500000154;15;7;6;2100;1;2;1;1;3;118;;M;0.0;0.0;590
141;201500000155;15;3;5;1915;5;2;1;1;5;377;RUE DE CAMBRAI;M;0.0;0.0;590
142;201500000156;15;8;20;1415;1;1;2;1;3;176;Rte départementale;M;5013471.0;300647.0;590
143;201500000157;15;11;3;1430;1;1;1;1;1;125;;M;0.0;0.0;590
144;201500000158;15;12;28;2000;3;1;1;1;2;500;;M;0.0;0.0;590
145;201500000159;15;4;25;530;2;1;1;2;1;537;;M;0.0;0.0;590
146;201500000161;15;7;14;1000;1;1;1;1;1;612;;M;0.0;0.0;590
147;201500000162;15;7;25;45;3;1;1;1;3;571;;M;0.0;0.0;590
148;201500000163;15;9;10;1100;1;2;1;1;6;571;51 rue de l'abbaye;M;0.0;0.0;590
149;201500000164;15;11;20;1545;1;2;1;2;1;608;rue de valenciennes;M;0.0;0.0;590
150;201500000165;15;11;28;800;2;1;1;8;1;108;;M;0.0;0.0;590
151;201500000166;15;12;2;1100;1;1;1;1;6;571;;M;0.0;0.0;590
152;201500000167;15;12;5;900;3;1;1;1;6;571;;M;0.0;0.0;590
153;201500000168;15;3;18;1815;1;1;1;1;6;409;;M;0.0;0.0;590
154;201500000170;15;4;10;230;3;1;6;1;7;126;;M;0.0;0.0;590
